"source","target","weight"
"Seiji Kesha Kokuyukai","Japan",1
"Seikijuku","Japan",3
"Sekihotai","Japan",1
"Sekihotai","South Korea",1
"Seleka","Cameroon",2
"Seleka","Central African Republic",28
"Seleka","France",2
"Seleka","International",2
"Self Defense Forces","Colombia",1
"Self-Defense Against All Authority","United States",1
"Self-Defense Group of Imghad Tuaregs and Allies (GATIA)","International",1
"Self-Defense Group of Imghad Tuaregs and Allies (GATIA)","Mali",2
"self-styled iconoclasts-nihilists","Greece",1
"Senki (""Battle Flag"")","Japan",4
"Senki (""Battle Flag"")","United States",4
"Separatist Arab Guerrillas","Iran",1
"Separatist Clandestine Organization","Turkey",1
"Separatists","Bangladesh",1
"Separatists","Comoros",2
"Separatists","Corsica",15
"Separatists","France",71
"Separatists","Georgia",1
"Separatists","Great Britain",1
"Separatists","Greece",1
"Separatists","India",75
"Separatists","Indonesia",7
"Separatists","International",2
"Separatists","Iran",2
"Separatists","Italy",1
"Separatists","Mali",3
"Separatists","Multinational",1
"Separatists","Myanmar",1
"Separatists","Nepal",1
"Separatists","Pakistan",3
"Separatists","Papua New Guinea",1
"Separatists","Portugal",1
"Separatists","Senegal",3
"Separatists","Serbia-Montenegro",1
"Separatists","Spain",1
"Separatists","Sri Lanka",39
"Separatists","Taiwan",1
"Separatists","Thailand",316
"Separatists","Turkey",9
"Separatists","Uganda",1
"Separatists","United States",1
"Separatists","Yemen",5
"September 11 Commandos","Chile",3
"September 17 Organization","Kuwait",1
"Serb demonstrators","United States",1
"Serb Radical Party","Bosnia-Herzegovina",1
"Serbian extremists","Kazakhstan",1
"Serbian extremists","Serbia-Montenegro",1
"Serbian extremists","Yugoslavia",7
"Serbian Gangsters","Hungary",1
"Serbian guerrillas","Bosnia-Herzegovina",5
"Serbian guerrillas","Croatia",1
"Serbian guerrillas","International",3
"Serbian guerrillas","Multinational",1
"Serbian guerrillas","United States",1
"Serbian guerrillas","Yugoslavia",6
"Serbian irregulars","International",2
"Serbian Nationalists","United States",1
"Serbian Nationalists","Yugoslavia",3
"Serbian rebels","Yugoslavia",2
"Serbs","Belgium",1
"Serbs","International",2
"Serbs","Yugoslavia",1
"Servants of Islam Organization","India",1
"Ses'khona Peoples' Rights Movement","South Africa",1
"Settlers at Kfar Darom","International",2
"Settlers at Kfar Darom","West Bank and Gaza Strip",1
"SFT","Germany",1
"Shabelle Valley militia","Somalia",2
"Shabwah Province of the Islamic State","Yemen",1
"Shahin (Falcon)","Turkey",1
"Sham 'unite","Lebanon",1
"Shamil Group","Russia",1
"Shamiya Front","Syria",9
"Shan Insurgents","Myanmar",2
"Shan Insurgents","Soviet Union",1
"Shan State Army - North (SSA-N)","Myanmar",4
"Shan State Army - South (SSA-S)","Bermuda",1
"Shan State Army - South (SSA-S)","Myanmar",2
"Shan State Progressive Party","Myanmar",11
"Shan United Revolutionary Army","Myanmar",5
"Shangytown residents","India",1
"Shanti Bahini - Peace Force","Bangladesh",97
"Shanti Bahini - Peace Force","Myanmar",1
"Shanty Dwellers","Sudan",1
"Sharivad 17 Tal-Al-Za'atar(Sept 17 Tal-Al-Za'atar)","United States",1
"Sharp Sword Organization","Soviet Union",1
"Shaykh Hassan Khalid Forces","Syria",1
"Shaykh Subhi Al-Salih Forces","Lebanon",4
"Shaykh Subhi Al-Salih Forces","Soviet Union",1
"Shaykh Subhi Al-Salih Forces","Syria",13
"Sheikh Omar Hadid Brigade","Israel",3
"Shia Muslim extremists","France",1
"Shia Muslim extremists","Great Britain",1
"Shia Muslim extremists","India",1
"Shia Muslim extremists","Iraq",2
"Shia Muslim extremists","Ivory Coast",1
"Shia Muslim extremists","Jordan",1
"Shia Muslim extremists","Kuwait",1
"Shia Muslim extremists","Lebanon",6
"Shia Muslim extremists","Libya",2
"Shia Muslim extremists","Multinational",1
"Shia Muslim extremists","Nigeria",1
"Shia Muslim extremists","Pakistan",14
"Shia Muslim extremists","Saudi Arabia",1
"Shia Muslim extremists","Syria",3
"Shia Muslim extremists","United States",2
"Shield of Islam Brigade","Iraq",2
"Shining Path (SL)","Argentina",3
"Shining Path (SL)","Australia",1
"Shining Path (SL)","Austria",2
"Shining Path (SL)","Bolivia",7
"Shining Path (SL)","Brazil",2
"Shining Path (SL)","Canada",4
"Shining Path (SL)","Chile",1
"Shining Path (SL)","China",6
"Shining Path (SL)","Colombia",8
"Shining Path (SL)","Cuba",1
"Shining Path (SL)","France",3
"Shining Path (SL)","Germany",3
"Shining Path (SL)","Great Britain",7
"Shining Path (SL)","Honduras",1
"Shining Path (SL)","International",4
"Shining Path (SL)","Israel",1
"Shining Path (SL)","Italy",6
"Shining Path (SL)","Japan",7
"Shining Path (SL)","Netherlands",3
"Shining Path (SL)","North Korea",1
"Shining Path (SL)","Peru",4421
"Shining Path (SL)","Poland",1
"Shining Path (SL)","Russia",1
"Shining Path (SL)","Soviet Union",5
"Shining Path (SL)","Spain",1
"Shining Path (SL)","Switzerland",1
"Shining Path (SL)","United States",40
"Shining Path (SL)","Yugoslavia",1
"Shinwari Tribe","Afghanistan",1
"Shiv Sena","India",1
"Shiv Sena","Nepal",1
"Shonkonjuku Group","Japan",1
"Shuar extremists","China",2
"Shura Council of Ajdabiya Revolutionaries","Libya",3
"Shura Council of Benghazi Revolutionaries","Libya",17
"Shura Council of Mujahideen in Derna","Libya",7
"Siah KAL","Iran",1
"Sicarii","Israel",4
"Sikh Extremists","Canada",1
"Sikh Extremists","India",709
"Simon Bolivar Guerrilla Coordinating Board (CGSB)","Canada",1
"Simon Bolivar Guerrilla Coordinating Board (CGSB)","Colombia",198
"Simon Bolivar Guerrilla Coordinating Board (CGSB)","Spain",1
"Simon Bolivar Guerrilla Coordinating Board (CGSB)","United States",3
"Simon Bolivar Guerrilla Coordinating Board (CGSB)","Venezuela",3
"Sinai Province of the Islamic State","Croatia",1
"Sinai Province of the Islamic State","Egypt",312
"Sinai Province of the Islamic State","International",3
"Sinai Province of the Islamic State","Israel",1
"Sinai Province of the Islamic State","Italy",1
"Sinai Province of the Islamic State","Russia",1
"Sinai Province of the Islamic State","West Bank and Gaza Strip",3
"Sindh Liberation Front","Pakistan",2
"Sindh Revolutionary Army","Pakistan",1
"Sindhi nationalists","Pakistan",3
"Sindhu Desh Liberation Army (SDLA)","Pakistan",58
"Sindhudesh Revolutionary Army (SRA)","China",1
"Sinhalese Extremists","Sri Lanka",1
"Sinhalese Insurgents","Sri Lanka",1
"Sinhalese Militants","India",3
"Sinhalese Militants","Sri Lanka",1
"Sipah-e-Sahaba/Pakistan (SSP)","Canada",1
"Sipah-e-Sahaba/Pakistan (SSP)","Iran",5
"Sipah-e-Sahaba/Pakistan (SSP)","Pakistan",13
"Sipah-I-Mohammed","Pakistan",6
"Sisters in Arms","Italy",1
"Sixth of March Group","Germany",1
"SKIF Detachment","United States",1
"Skinhead group","Yugoslavia",1
"Skinheads","Brazil",1
"Skinheads","Russia",1
"Skinheads","Senegal",1
"Slum Dwellers","Haiti",1
"Smugglers and Elephant Poachers","India",1
"Social Christian Party (PSC)","Ecuador",1
"Social Resistance","Bulgaria",1
"Social Resistance","Czechoslovakia",1
"Social Resistance","Greece",5
"Social Resistance","Hungary",1
"Social Resistance","Soviet Union",1
"Socialist Chhatra League","Bangladesh",1
"Socialist Labor Party of Lebanon","United States",1
"Socialist Patients' Collective (SPK)","Germany",3
"Socialist Recovery Movement","Chile",1
"Socialist Revolutionary Brigade","Belgium",1
"Socialist-Nationalist Front (SNF)","Soviet Union",1
"Soldiers of the Algerian Opposition","Algeria",3
"Soldiers of the Caliphate","Kazakhstan",2
"Soldiers of Truth","Belgium",3
"Soldiers of Truth","Denmark",1
"Soldiers of Truth","Saudi Arabia",3
"Solidarist Resistance Movement","International",1
"Solidarity with imprisoned members of Action Directe (AD)","France",2
"Somali Gang","International",1
"Somali Guerrillas","International",1
"Somali Islamic Front","Ethiopia",1
"Somali Islamic Front","Somalia",2
"Somali National Alliance","International",1
"Somali National Alliance","Kenya",1
"Somali National Movement","France",1
"Somali National Movement","International",1
"Somali National Movement","Poland",1
"Somali National Movement","Somalia",4
"Somali Patriotic Movement","Somalia",1
"Somali Salvation Democratic Front (SSDF)","Somalia",1
"Somali Salvation Front (SSF)","Somalia",8
"Somoza Sympathizers","Nicaragua",1
"Somozists","Nicaragua",4
"Sons of Liberty","United States",2
"Sons of the Gestapo","United States",1
"Sons of the South","Lebanon",1
"Sons of the South (Shiite Muslim Group)","Lebanon",1
"Soskan tribe","Turkey",1
"South African guerrillas","Zimbabwe",1
"South African Liberation Support Cadre (SALSC)","South Africa",3
"South East Antrim Brigade","Northern Ireland",1
"South Group (Russia)","Russia",1
"South Lebanon Army","Israel",1
"South Londonderry Volunteers (SLV)","Northern Ireland",2
"South Moluccans","Indonesia",2
"South Moluccans","Netherlands",7
"South Ossetian Extremists","Soviet Union",1
"South Ossetian Separatists","Georgia",10
"South Sudan Armed Forces (SSAF)","South Sudan",1
"South Sudan Democratic Army","South Sudan",2
"South Sudan Liberation Army (SSLA)","Sudan",2
"South-West Africa People's Organization (SWAPO)","Namibia",49
"South-West Africa People's Organization (SWAPO)","South Africa",14
"Southern Front","Jordan",1
"Southern Front","Syria",27
"Southern Mobility Movement (Yemen)","Yemen",59
"Southern Nucleus of Communist Counterpower","Italy",1
"Southern Sierra Peasant Organization","Mexico",2
"Southern Yemen Separatists","Yemen",6
"Sovereign Citizen","United States",4
"Sovereign Panama Patriotic Front","Panama",1
"Soviet and Cuban-backed rebels/mercenaries","United States",1
"Spanish Armed Group","Spain",4
"Spanish Basque Battalion (BBE) (rightist)","Spain",12
"Spanish Basque Battalion (BBE) (rightist)","Venezuela",1
"Spanish Falange","Spain",1
"Spanish International Communist Party","Spain",1
"Spanish National Action","France",2
"Spanish National Action","Spain",3
"Special Purpose Islamic Regiment (SPIR)","Russia",3
"Squadrons of Terror (Katibat El Ahoual)","Algeria",2
"Squatters","Philippines",1
"St. Kitts Nevis Labor Party","St. Kitts and Nevis",1
"State Council of Indian and Peasant Organization","Mexico",1
"Stop the War Coalition","United States",1
"Strike Enforcers","Sri Lanka",1
"Strikers","Bangladesh",1
"Strikers","Brazil",3
"Strikers","Dominican Republic",4
"Strikers","Guatemala",1
"Strikers","Mexico",1
"Strikers","Paraguay",11
"Strikers","Spain",2
"Strikers","United States",25
"Striking Minors Group","Bolivia",1
"Struggle Against Misery and Exploitation of Peasants","Peru",2
"Student Demonstrators","Colombia",1
"Student Demonstrators","South Korea",1
"Student Demonstrators","Venezuela",2
"Student Front of the People","Costa Rica",4
"Student Militants","Nicaragua",1
"Student Network of Mandalay","Myanmar",1
"Student Radicals","Japan",1
"Student Radicals","South Korea",1
"Student Radicals","United States",72
"Student Revolutionary Front (FER)","El Salvador",1
"Students","Bangladesh",3
"Students","Botswana",1
"Students","Chile",1
"Students","Colombia",2
"Students","France",2
"Students","Mexico",1
"Students","Niger",1
"Students","Philippines",1
"Students","South Africa",1
"Students","South Korea",2
"Students","Sri Lanka",1
"Students","Venezuela",3
"Students  U of PNG","Papua New Guinea",1
"Students for a Democratic Society","United States",2
"Students for a Democratic Society (SDS) (German)","United States",1
"Students For Insurrection","United States",1
"Students Islamic Movement of India (SIMI)","India",15
"Students Islamic Movement of India (SIMI)","Israel",1
"Subversives","Chile",4
"Subversives","El Salvador",2
"Subversives","Guatemala",1
"Subversives","Nicaragua",3
"Subversives","Peru",1
"Sudan Alliance Forces","Sudan",4
"Sudan Liberation Army-Minni Minawi (SLA-MM)","International",2
"Sudan Liberation Army-Minni Minawi (SLA-MM)","Sudan",6
"Sudan Liberation Movement","International",4
"Sudan Liberation Movement","Nigeria",1
"Sudan Liberation Movement","Philippines",1
"Sudan Liberation Movement","Sudan",12
"Sudan People's Liberation Army (SPLA)","Belgium",1
"Sudan People's Liberation Army (SPLA)","Canada",1
"Sudan People's Liberation Army (SPLA)","International",1
"Sudan People's Liberation Army (SPLA)","Kenya",1
"Sudan People's Liberation Army (SPLA)","Multinational",2
"Sudan People's Liberation Army (SPLA)","Norway",1
"Sudan People's Liberation Army (SPLA)","Philippines",1
"Sudan People's Liberation Army (SPLA)","Senegal",1
"Sudan People's Liberation Army (SPLA)","Sudan",32
"Sudan People's Liberation Army (SPLA)","Switzerland",1
"Sudan People's Liberation Army (SPLA)","Uganda",3
"Sudan People's Liberation Movement - North","China",1
"Sudan People's Liberation Movement - North","International",2
"Sudan People's Liberation Movement - North","Sudan",55
"Sudan People's Liberation Movement in Opposition (SPLM-IO)","International",3
"Sudan People's Liberation Movement in Opposition (SPLM-IO)","South Sudan",60
"Sudan People's Liberation Movement in Opposition (SPLM-IO)","Uganda",2
"Sudan Revolutionary Front (SRF)","Sudan",5
"Sudanese mostly Christian rebels","France",1
"Sudanese People's Front","China",1
"Sudanese People's Liberation Forces","Sudan",5
"Sudanese Rebels","Central African Republic",1
"Sudtiroler Volkspartei-south tyrol people's party","Italy",4
"Sudurpaschim Janata Dal","Nepal",1
"Suicide Squad","Greece",2
"Sungu Sungu","Kenya",1
"Sunni Muslim extremists","Belgium",1
"Sunni Muslim extremists","India",1
"Sunni Muslim extremists","Iran",1
"Sunni Muslim extremists","Iraq",10
"Sunni Muslim extremists","Nigeria",1
"Sunni Muslim extremists","Pakistan",21
"Sunni Muslim extremists","Peru",1
"Sunni Muslim extremists","Somalia",1
"Sunni Muslim extremists","Syria",1
"Sunni Resistance Committees in Lebanon (SRCL)","Lebanon",1
"Sunni Supporters","Iraq",1
"Support for Refugees (Appui aux Refugies)","France",1
"Support of Ocalan-The Hawks of Thrace","Turkey",1
"Supporter of Bhutto","Pakistan",1
"Supporters of Abd Rabbuh Mansur Hadi","Yemen",19
"Supporters of Ali Abdullah Saleh","Saudi Arabia",1
"Supporters of Ali Abdullah Saleh","Yemen",1
"Supporters of Ali Mahdi Mohammed","Multinational",1
"Supporters of Charles Manson","United States",1
"Supporters of Colonel Mahmud Khudoyberdiyev","Tajikistan",1
"Supporters of Ernest Wamba dia Wamba","Democratic Republic of the Congo",1
"Supporters of Ex-President Gamsakhurdial","Georgia",10
"Supporters of General Lino Oviedo","Paraguay",1
"Supporters of Johnny Adair","Northern Ireland",1
"Supporters of Johnny Paul Koroma","Multinational",1
"Supporters of Joshua Nkomo","Zimbabwe",8
"Supporters of Laurent Nkunda","Democratic Republic of the Congo",2
"Supporters of leftist Gana-Oikya Front","Bangladesh",2
"Supporters of Muhammad Umar Habib","Somalia",1
"Supporters of Muse Sudi Yalahow","Multinational",1
"Supporters of opposing candidate Abdu Sakurtan","Philippines",1
"Supporters of Pascal Lissouba","Republic of the Congo",1
"Supporters of President J-B Aristide","Haiti",1
"supporters of presidential candidate Belisario Bet","Colombia",1
"Supporters of Qadhafi","Libya",4
"Supporters of ret. Gen. Lino Oviedo","Paraguay",1
"Supporters of Right and Freedom","France",1
"Supporters of Saddam Hussein","Yemen",1
"Supporters of Second Prime Minister Hun Sen","Cambodia",1
"Supporters of Sultan Abd-al-Bagi","Sudan",1
"Supporters of the Islamic State in Jerusalem","West Bank and Gaza Strip",8
"Supporters of the Islamic State in the Land of the Two Holy Mosques","Denmark",1
"Supporters Opposition Leader Etienne Tshisekedi","Zaire",1
"Supporters, House Speaker Ramon Mitra","Philippines",1
"Supreme Command for Jihad and Liberation","Iraq",2
"Supreme Council for Islamic Revolution in Iraq (SCIRI)","Iraq",10
"Supreme Council for Islamic Revolution in Iraq (SCIRI)","Kuwait",1
"Suqour al-Ahvaz","Iran",3
"Suriname Liberation Front","Suriname",1
"Surinamese Amerindians","Suriname",2
"Survivors of Golfech","France",7
"Survivors of Hama","Syria",1
"suspended policemen","United States",1
"Swatantra Nepal Dal","Nepal",1
"Swaziland Youth Congress (Swayoco)","Swaziland",1
"Sword of Islam","Russia",1
"Symbionese Liberation Army (SLA)","United States",7
"Sympathizers of ""Iranian People's Zeda'i""","Iran",1
"Sympathizers of Al-Qaida Organization","United States",2
"Sympathizers of Al-Qaida Organization","Yemen",2
"Syndicalist Action Groups","Soviet Union",1
"Syndicalist Action Groups","Spain",1
"Syrian Army deserters","Syria",1
"Syrian Battle Front","Jordan",1
"Syrian Democratic Forces (SDF)","Syria",1
"Syrian Mujahideen","Lebanon",1
"Syrian Mujahideen","Syria",1
"Syrian Social Nationalist Party","International",1
"Syrian Social Nationalist Party","Israel",3
"Syrian Social Nationalist Party","Lebanon",4
"Syrian Terror","Jordan",1
"Syrian Turkmen Brigades","Syria",2
"Syrians","Germany",1
"Syrians","Syria",1
"SYS","Iran",2
"Ta'ang National Liberation Army (TNLA)","Myanmar",22
"Tabu Tribe","Libya",1
"Tacayana Indians","Suriname",1
"Taihikai (Great Sadness)","Japan",1
"Taikosha, right wing group","Soviet Union",1
"Tajamo Ansar al-Islam","Syria",1
"Tajik Rebels","International",1
"Takfir wal-Hijra (Excommunication and Exodus)","Egypt",1
"Takfir wal-Hijra (Excommunication and Exodus)","Iraq",1
"Takfir wal-Hijra (Excommunication and Exodus)","Libya",6
"Takfir wal-Hijra (Excommunication and Exodus)","Sudan",1
"Takfir wal-Hijra (Excommunication and Exodus)","Yemen",1
"Taliban","Afghanistan",5744
"Taliban","Algeria",1
"Taliban","Asian",3
"Taliban","Australia",2
"Taliban","Bangladesh",3
"Taliban","Canada",5
"Taliban","China",3
"Taliban","Denmark",1
"Taliban","France",8
"Taliban","Germany",6
"Taliban","Great Britain",7
"Taliban","India",13
"Taliban","International",460
"Taliban","Iran",2
"Taliban","Iraq",5
"Taliban","Italy",7
"Taliban","Japan",3
"Taliban","Multinational",17
"Taliban","Nepal",1
"Taliban","Netherlands",2
"Taliban","Norway",1
"Taliban","Pakistan",38
"Taliban","Russia",1
"Taliban","South Korea",2
"Taliban","Spain",1
"Taliban","Switzerland",1
"Taliban","Tajikistan",1
"Taliban","Turkey",9
"Taliban","Turkmenistan",1
"Taliban","Ukraine",1
"Taliban","United States",45
"Taliban (Pakistan)","Afghanistan",3
"Taliban (Pakistan)","Pakistan",34
"Taliban (Pakistan)","United States",1
"Tamil Eelam Liberation Organization (TELO)","Sri Lanka",8
"Tamil Liberation Army","India",1
"Tamil Liberation Army","Russia",1
"Tamil Makkal Viduthalai Pulikal (TMVP)","Sri Lanka",4
"Tamil Nadu Liberation Army","India",4
"Tamil Nadu Liberation Army","Sri Lanka",2
"Tamils","India",16
"Tamils","Japan",1
"Tamils","Sinhalese",1
"Tamils","Sri Lanka",197
"Tamils","United States",1
"Tanyus Shanin Armed Unit","France",1
"Tanzeem al-Islami al-Furqan","Pakistan",2
"Tanzeem Ittehad - I - Ulema Qabail (Tiuq)Tribesmen","Pakistan",1
"Tanzim","Israel",5
"Tarok Militia","Nigeria",2
"Tawheed Militia","Libya",2
"Tawheedul Islam","Pakistan",1
"Tawhid and Jihad","Bulgaria",1
"Tawhid and Jihad","Egypt",1
"Tawhid and Jihad","Great Britain",1
"Tawhid and Jihad","Iraq",24
"Tawhid and Jihad","Multinational",2
"Tawhid and Jihad","Somalia",1
"Tawhid and Jihad","South Korea",1
"Tawhid and Jihad","Turkey",5
"Tawhid and Jihad","United States",14
"Tawhid and Jihad (Palestine)","Israel",1
"Tawhid and Jihad (Palestine)","Italy",1
"Taxi Drivers","Mexico",1
"Taxi Drivers","South Africa",2
"Taxi Drivers","Trinidad and Tobago",3
"Tayeb Al-Afghani's Islamist Group","Algeria",1
"Tehama Movement","Yemen",1
"Tehrik al-Mojahedin","India",11
"Tehrik-e-Galba Islam","India",2
"Tehrik-e-Hurriyat (TeH)","India",1
"Tehrik-e-Khilafat","Pakistan",14
"Tehrik-e-Nafaz-e-Shariat-e-Mohammadi (TNSM)","Pakistan",6
"Tehrik-e-Nifaz-e-Aman Balochistan-Jhalawan Brigade (TNAB-Jhalawan Brigade)","Pakistan",1
"Tehrik-e-Taliban Islami (TTI)","Pakistan",1
"Tehrik-e-Tuhafaz (Pakistan)","Pakistan",2
"Tehrik-i-Taliban Pakistan (TTP)","Afghanistan",19
"Tehrik-i-Taliban Pakistan (TTP)","China",2
"Tehrik-i-Taliban Pakistan (TTP)","Czech Republic",1
"Tehrik-i-Taliban Pakistan (TTP)","Germany",1
"Tehrik-i-Taliban Pakistan (TTP)","Greece",1
"Tehrik-i-Taliban Pakistan (TTP)","International",30
"Tehrik-i-Taliban Pakistan (TTP)","Iran",1
"Tehrik-i-Taliban Pakistan (TTP)","Iraq",1
"Tehrik-i-Taliban Pakistan (TTP)","Pakistan",1187
"Tehrik-i-Taliban Pakistan (TTP)","Philippines",1
"Tehrik-i-Taliban Pakistan (TTP)","Poland",1
"Tehrik-i-Taliban Pakistan (TTP)","Saudi Arabia",1
"Tehrik-i-Taliban Pakistan (TTP)","Switzerland",1
"Tehrik-i-Taliban Pakistan (TTP)","United States",3
"Tela Mohammed","Italy",1
"Telangana Separatists","India",2
"Temple Mount Faithful Movement","Israel",1
"Tepi Youth","Ethiopia",2
"Terai Army","Nepal",10
"Terai Cobra","Nepal",2
"Terai Communist Party","Nepal",2
"Terai Janatantrik Madhes Party","Nepal",1
"Terai Janatantrik Party","India",1
"Terai Madheshi Mukti Morcha (TMMM)","Nepal",1
"Terai Rastriya Mukti Sena (TRMS)","Nepal",1
"Terena Indians","Brazil",2
"Terra Lliure","France",2
"Terra Lliure","Great Britain",1
"Terra Lliure","Spain",55
"Terra Lliure","United States",1
"Territorial Anti-Fascist Patrols","Italy",1
"Territorial Armed Groups for Communism","Italy",1
"Territorial Cells for Boycotting the Elections","Italy",1
"Territorial Communist Command","Italy",1
"Territorial Communist Units","Germany",1
"Territorial Patrols of Anti-Fascist Vigilance","Italy",1
"Territorial Resistance Army","Germany",1
"Territorial Resistance Army","Soviet Union",2
"Terror Against Terror","Israel",4
"Terror Against Terror","West Bank and Gaza Strip",3
"Terrorists","Chile",1
"Terrorists","El Salvador",3
"Terrorists","Great Britain",2
"Terrorists","Guatemala",1
"Terrorists","India",16
"Terrorists","Iran",2
"Terrorists","Israel",1
"Terrorists","Japan",1
"Terrorists","Lebanon",1
"Terrorists","Northern Ireland",1
"Terrorists","Peru",9
"Terrorists","Philippines",1
"Terrorists","Sri Lanka",8
"Terrorists","Turkey",2
"Thai Communists","Thailand",1
"Thai Islamic Militants","France",1
"Thai Islamic Militants","Multinational",2
"Thai Islamic Militants","Myanmar",1
"Thai Islamic Militants","Thailand",54
"Thanthai Periyar Dravidar Kazhagam (TPDK)","India",1
"Tharuhat Joint Struggle Committee (TJSC)","Nepal",2
"Thavar Caste","International",1
"The 78 Unemployed","Tunisia",1
"The Aref Boluki Dynamite group","Italy",1
"The Armed Secret Organization","United States",1
"The Association for Islamic Mobilisation and Propagation (UAMSHO)","Tanzania",4
"The Black Sun","Greece",1
"The Call of Jesus Christ","Belgium",1
"The Eradication of Evil","Lebanon",2
"The Extraditables","Colombia",100
"The Extraditables","Peru",3
"The Extraditables","United States",6
"The Front for the Liberation of the Cabinda Enclave - Renewed (FLEC)","Angola",1
"The Front for the Liberation of the Cabinda Enclave - Renewed (FLEC)","France",1
"The Great Serpent","Iran",1
"The Husayn Ubayyat Martyrs' Brigades","Israel",1
"The Illegal Fisherman of the Night","United States",1
"The Independent Military Wing of the Syrian Revolution Abroad","Russia",1
"The Inevitables","Canada",1
"The Irish Volunteers","Northern Ireland",1
"The Islamic Movement","Iran",1
"The Islamic Revolution to Liberate Palestine","Israel",1
"The Jean Marc Rouillan Armed and Heartless Columns","Chile",1
"The Jewish Execution with Silence","United States",1
"The Joint Revolutionary Council","Great Britain",2
"The Joint Revolutionary Council","Italy",1
"The Joint Revolutionary Council","Multinational",1
"The Joint Revolutionary Council","Nigeria",3
"The Justice Department","Canada",1
"The Justice Department","France",1
"The Justice Department","United States",14
"The Mujahadeen Room in Latakia Countryside","Syria",1
"The Nation's Army","Multinational",1
"The New Irish Republican Army","Great Britain",7
"The New Irish Republican Army","Ireland",2
"The New Irish Republican Army","Northern Ireland",23
"The Northern Alliance (or United Islamic Front for Salvation of Afghanistan - UIFSA)","Afghanistan",5
"The Order (Silent Brotherhood)","United States",8
"The Order II (Bruder Schweigen Strike Force II)","United States",3
"The Ordinary Men","France",1
"The Organization for the Return of Legality","Qatar",1
"The Scorpion","Mexico",1
"The Scorpion","Soviet Union",1
"The Third Way (Der III. Weg)","Germany",1
"The Unit of the Chemical Weapons Martyrs","Turkey",1
"The United Revolutionary Front of Bhutan","Bhutan",2
"The United Southern Front","Lebanon",1
"The War That Was Never Declared","Greece",1
"The World United Formosans for Independence (WUFI)","China",1
"Thomas Muenzer Wild Band","Germany",1
"Three Stars Autonomous Commando","Spain",1
"Thunder of Zion","Soviet Union",1
"Tibetan separatists","China",1
"Ticuna Indian","Peru",1
"Tigers","Swaziland",1
"Tigray Peoples Liberation Front (TPLF)","Ethiopia",5
"Tigray Peoples Liberation Front (TPLF)","Great Britain",3
"Tigray Peoples Liberation Front (TPLF)","Ireland",1
"Tigray Peoples Liberation Front (TPLF)","Switzerland",1
"Tigray Peoples Liberation Front (TPLF)","United States",1
"Timorese guerrillas","Indonesia",2
"Timorese Students","Indonesia",2
"Timorese Students","United States",1
"Tiv Militia","Nigeria",1
"Tiwa Liberation Army","India",1
"Togolese Dissidents","Togo",3
"Togolese Peoples Rally","Togo",1
"Tolib Ayombekov loyalists","Tajikistan",1
"Tonino Micciche Workers Nucleus","Italy",1
"Tontons Macoutes","Haiti",3
"Tony El Pelou Band","Dominican Republic",2
"Toposa and Dongiro Tribes","Kenya",1
"Tribal Battlefront","Japan",6
"Tribal Clash","Cameroon",1
"Tribal Group","Bangladesh",1
"Tribal Group","France",2
"Tribal Group","Germany",1
"Tribal Group","India",23
"Tribal Group","Italy",2
"Tribal Group","Ivory Coast",1
"Tribal Group","Netherlands",1
"Tribal Group","Pakistan",9
"Tribal Group","United States",1
"Tribal Group","Yemen",1
"Tribal guerrillas","India",1
"Tribal guerrillas","Portugal",1
"Tribal Revolutionary Army (TRA)","India",1
"Tribal Separatists","India",2
"Tribal Thumb","United States",1
"Tribesmen","Austria",1
"Tribesmen","Egypt",1
"Tribesmen","Eritrea",1
"Tribesmen","France",1
"Tribesmen","Germany",2
"Tribesmen","Great Britain",1
"Tribesmen","India",5
"Tribesmen","International",4
"Tribesmen","Iraq",5
"Tribesmen","Kenya",1
"Tribesmen","Libya",1
"Tribesmen","Multinational",1
"Tribesmen","Nigeria",1
"Tribesmen","Pakistan",14
"Tribesmen","Philippines",1
"Tribesmen","Poland",1
"Tribesmen","Saudi Arabia",1
"Tribesmen","Sudan",10
"Tribesmen","Syria",1
"Tribesmen","United States",4
"Tribesmen","Uzbekistan",2
"Tribesmen","Yemen",72
"Tribesmen Murad Tribe","Germany",2
"Tribesmen Murad Tribe","Italy",1
"Tribesmen Murad Tribe","United States",1
"Tribesmen, al-Itada","Russia",1
"Trinitarians","Dominican Republic",1
"Tripoli Martyrs Battalion","Syria",2
"Tripoli Province of the Islamic State","Algeria",1
"Tripoli Province of the Islamic State","Bangladesh",1
"Tripoli Province of the Islamic State","Chad",1
"Tripoli Province of the Islamic State","Egypt",6
"Tripoli Province of the Islamic State","Eritrea",2
"Tripoli Province of the Islamic State","Great Britain",1
"Tripoli Province of the Islamic State","India",3
"Tripoli Province of the Islamic State","Iran",2
"Tripoli Province of the Islamic State","Italy",2
"Tripoli Province of the Islamic State","Libya",293
"Tripoli Province of the Islamic State","Morocco",2
"Tripoli Province of the Islamic State","Multinational",1
"Tripoli Province of the Islamic State","Netherlands",1
"Tripoli Province of the Islamic State","North Korea",1
"Tripoli Province of the Islamic State","Senegal",1
"Tripoli Province of the Islamic State","Serbia",1
"Tripoli Province of the Islamic State","South Korea",1
"Tripoli Province of the Islamic State","Spain",1
"Tripoli Province of the Islamic State","Sudan",2
"Tripoli Province of the Islamic State","Tunisia",1
